codigo,nombre,marca,confidence,final_score,imagen_url,candidate_url,reused_from,error
11000031,DM - Supreme/MLB Teams Box Logo New Era White Sox Black - 7 3/8,SUPREME X NEW ERA,MEDIUM,53,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/11000031.webp,https://images.stockx.com/images/Supreme-MLB-Teams-Box-Logo-New-Era-59Fifty-Cap-Black-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1766075225,,
11000032,DM - Bones Box Logo New Era Navy - 7 3/8 - Cerrada plana,SUPREME X NEW ERA,HIGH,83,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/11000032.jpg,https://image.goat.com/transform/v1/attachments/product_template_additional_pictures/images/112/604/640/original/1670247_03.jpg.jpeg?action=crop&width=750,,
11000033,DM - Bones Box Logo New Era Grey - 7 3/8 - Cerrada plana,SUPREME X NEW ERA,HIGH,83,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/11000033.jpg,https://image.goat.com/transform/v1/attachments/product_template_additional_pictures/images/112/604/648/original/1670248_02.jpg.jpeg?action=crop&width=750,,
11000034,DM - Supreme/Hanes Boxer Briefs Black - Size L,SUPREME,HIGH,93,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/11000034.jpg,https://s3.amazonaws.com/stockx-sneaker-analysis/wp-content/uploads/2017/12/Supreme-Hanes-Boxer-Briefs-Black-1100x786.jpg,,
11000035,DM - Supreme New Era Tribal S Logo Beanie Navy azulado,SUPREME,HIGH,105,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/11000035.webp,https://images.stockx.com/images/Supreme-New-Era-Tribal-S-Logo-Beanie-Navy-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1758812044,,
11000036,DM - Supreme New Era Tribal S Logo Beanie Navy Black,SUPREME,HIGH,105,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/11000036.webp,https://images.stockx.com/images/Supreme-New-Era-Tribal-S-Logo-Beanie-Navy-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1758812044,,
11000037,DM - Supreme Mini Utility Bag,SUPREME,MEDIUM,63,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/11000037.jpg,https://image.goat.com/transform/v1/attachments/product_template_additional_pictures/images/112/378/738/original/1662062_01.jpg.jpeg?action=crop&width=750,,
11000038,DM - LaBubu Pop Mart The Monsters Big Into Energy,POP MART,HIGH,95,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/11000038.jpg,https://images.stockx.com/images/Pop-Mart-Labubu-The-Monsters-Big-into-Energy-Series-Crystal-Ball-Sealed-Case-6-Blind-Box.jpg?fit=fill&bg=FFFFFF&w=576&h=384&q=41&dpr=3&trim=color&updated_at=1745871887,,
12000001,JR - Air Jordan 1 High OG Chicago - 35 (3Y) - Color Rojo Blanco,NIKE,HIGH,78,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/12000001.webp,https://cdn-images.farfetch-contents.com/13/15/76/97/13157697_21516296_1000.jpg,,
12000000,JR - Vale Forever CHAIN PAINTERS Black Focalizado - Size 32,VALLEY FOREVER,MEDIUM,60,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/12000000.jpg,https://cop.com.pe/wp-content/uploads/2025/12/vale-chain-painter-1-650x650.jpg,,
12000010,JR - Air Jordan 4 Bred Reimagined - 42 (8.5),NIKE,HIGH,123,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/12000010.png,"https://static.nike.com/a/images/w_1280,q_auto,f_auto/e9cd1b78-7baf-4fc3-96fe-a75059b5f08c/air-jordan-4-bred-reimagined-fv5029-006-release-date.jpg",,
12000011,JR - Air Jordan 4 Bred Reimagined - 44.5 (10.5),NIKE,HIGH,123,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/12000011.png,"https://static.nike.com/a/images/w_1280,q_auto,f_auto/e9cd1b78-7baf-4fc3-96fe-a75059b5f08c/air-jordan-4-bred-reimagined-fv5029-006-release-date.jpg",,
12000021,JR - Mixed Emotion Paisley Denim Shorts - Size 32,MIXED EMOTION,MEDIUM,60,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/12000021.jpg,http://mixedemotion.net/cdn/shop/files/IMG-1738.jpg?v=1747046672,,
12000024,JR - AllSaints Redact Oversized Embroidered Black - Size L,ALLSAINTS,HIGH,101,,https://www.allsaints.com/dw/image/v2/BHHD_PRD/on/demandware.static/-/Sites-allsaints-emea-master-catalog/default/dw6a6e6de1/images/large/M002PC/162/M002PC-162-4.jpg?sw=837&sh=1046&sm=fit&q=70,,Imagen no descargable o inválida
12000025,JR - UNDERGROUND AllSaints Oversized Black - Size M,ALLSAINTS,MEDIUM,59,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/12000025.jpg,"https://media.i.allsaints.com/image/list/fn_select:jq:first(.[]|if has(""metadata"") then select(any(.metadata[]%3B .external_id %3D%3D ""sfcc-gallery-position"" and .value %3D%3D 3)) else empty end)/f_auto,q_auto,dpr_auto,w_837,h_1046,c_fit/M071PB-7266.json?_i=AG",,
12000026,JR- Supreme Breast Cancer Awareness Football Jersey - Size L,SUPREME,HIGH,81,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/12000026.webp,https://images.stockx.com/images/Supreme-Breast-Cancer-Awareness-Football-Jersey-Green-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1760624602,,
12000027,JR- Jacket Pleasures Black - Size S - Cuero,PLEASURES,MEDIUM,58,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/12000027.jpg,https://img.giglio.com/imager/prodZoom/E21964.002_1/pleasures.jpg,,
10005024,AL - Jordan 1 Retro  High OG  SP Union LA - 42.5 (9),Nike x Union LA,HIGH,89,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/10005024.jpg,https://image.goat.com/transform/v1/attachments/product_template_additional_pictures/images/108/072/891/original/1506495_01.jpg.jpeg?action=crop&width=2400,,
00002278,Vale Forever Vs Racing Long-Sleeve Black/White - Size XL,VALLEY FOREVER,MEDIUM,48,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00002278.jpg,https://i.pinimg.com/736x/f2/d1/6d/f2d16d5f62aed83199d73ef05e4b779e.jpg,,
00002282,Vale Forever Jesus Hardy Long-Sleeve White - Size L,VALLEY FOREVER,HIGH,89,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00002282.jpg,https://image.goat.com/transform/v1/attachments/product_template_additional_pictures/images/109/898/767/original/1612407_01.jpg.jpeg?width=750,,
00004007,Vale Forever Vale Star Zip Up Dest/Black/Tan - Size L,VALLEY FOREVER,MEDIUM,54,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004007.jpg,https://vipclothingstores.com/cdn/shop/files/2512_VALLEY-DREAMS_NY-VALE-STARS_ZIPUP-HOODIE_DEST-BLK-TAN_002_1.webp?v=1766169495&width=2048,,
00004009,Vale Forever Vale Star Zip Up Dest/Black/Tan - Size XXL,VALLEY FOREVER,MEDIUM,53,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004009.jpg,https://image.goat.com/transform/v1/attachments/product_template_additional_pictures/images/111/881/872/original/1653184_02.jpg.jpeg?action=crop&width=1000,,
00004407,Vale Forever Venus Zip Up Pink- Size L- Pedreria,VALLEY FOREVER,MEDIUM,53,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004407.jpg,https://image.goat.com/transform/v1/attachments/product_template_additional_pictures/images/113/136/676/original/1685438_02.jpg.jpeg?action=crop&width=1000,,
00004414,Vale Forever Sea Cluster Zip Up Hoodie Blue - Size XXL- Pedreria,VALLEY FOREVER,MEDIUM,60,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004414.jpg,https://cskicks.com/cdn/shop/files/5764CA86-1DA9-4A5D-93BC-7E87332605AE.jpg?v=1757782140&width=416,,
00005091,Vale Valley Skittles Stones Shorts Blue - Size 30,VALLEY FOREVER,MEDIUM,48,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00005091.jpg,http://restockar.com/cdn/shop/files/Vale-Forever-Skittles-Jorts-Denim-Blue-fribt.jpg?v=1747964419,,
2279.0,Vale Forever Vs Racing Long-Sleeve 'Black/White'- Size XXL,VALLEY FOREVER,MEDIUM,48,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/2279.0.jpg,https://i.pinimg.com/736x/f2/d1/6d/f2d16d5f62aed83199d73ef05e4b779e.jpg,,
13000000,CA - Jordan 4 Retro SE Craft Photon Dust - 44.5 (10.5),NIKE,MEDIUM,60,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/13000000.jpg,https://cdn.shopify.com/s/files/1/0579/7609/4872/products/Air-Jordan-4-Retro-SE-Craft-Photon-Dust-GS.webp?v=1676581968,,
13000001,CA - Jordan 4 Retro Taupe Haze - 44.5 (10.5),NIKE,MEDIUM,54,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/13000001.png,https://dunkhype.com/wp-content/uploads/2025/06/jordan-4-retro-taupe-haze-wtfum.png,,
13000002,CA - Jordan 4 Retro Cool Grey (2019) - 44.5 (10.5),NIKE,MEDIUM,54,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/13000002.jpg,https://dunkhype.com/wp-content/uploads/2025/06/jordan-4-retro-cool-grey-2019-pilmj.jpg,,
13000004,CA - Jordan 3 Retro White Cement Reimagined - 44.5 (10.5),NIKE,MEDIUM,60,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/13000004.jpg,https://copsneaker.vn/wp-content/uploads/2024/05/giay-nike-air-jordan-3-retro-white-cement-reimagined-best-quality-2.jpg,,
13000005,CA - Jordan 1 Retro High OG Bleached Coral - 44.5 (10.5),NIKE,HIGH,93,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/13000005.jpg,"https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco,u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/693f9b4d-95da-4df4-916e-f05c35c850d8/AIR+JORDAN+1+RETRO+HIGH+OG.png",,
13000006,CA - Nike Dunk Low PRM Halloween (2021) - 45 (11) - VNDS,NIKE,HIGH,58,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/13000006.jpg,https://kickstw.com.au/wp-content/uploads/2021/10/halloween.jpg,,
13000007,CA - Nike Dunk Low SE Lottery Pack Malachite Green - 44.5 (10.5),NIKE,HIGH,76,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/13000007.jpg,https://kicklouder.com/wp-content/uploads/2022/12/nike-dunk-low-se-lottery-pack-malachite-green-5-scaled.jpg,,
13000008,CA - Jordan 1 High OG Chicago - 44.5 (10.5),NIKE,HIGH,87,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/13000008.png,"https://static.nike.com/a/images/w_1280,q_auto,f_auto/06569bd0-a651-44f5-ad73-9f00d3e33e7b/air-jordan-1-chicago-dz5485-612-release-date.jpg",,
13000009,CA - Jordan 36 Year of the Tiger - 45 (11),NIKE,MEDIUM,53,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/13000009.png,https://jordan-nike.ru/image/cache/catalog/!!!!!!!!!!!!!!!!!/562/_2023-01-09_170816833-600x420.png,,
13000010,CA - Nike Air Max 1 Patta Waves Noise Aqua (with Bracelet) - 45 (11),NIKE,HIGH,105,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/13000010.webp,https://images.stockx.com/images/Nike-Air-Max-1-Patta-Waves-Noise-Aqua-with-Bracelet-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,,
13000011,CA - Nike SB Dunk Low Court Purple - 44.5 (10.5),NIKE,HIGH,123,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/13000011.png,https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/7c87a679-7801-4236-81a3-d773911f18a9/NIKE+SB+DUNK+LOW+PRO.png,,
13000012,CA - Nike Off White x Dunk Low Lot 13 Of 50 Red - 45 (11),NIKE X OFF WHITE,HIGH,73,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/13000012.jpg,https://cdn.flightclub.com/2200/TEMPLATE/272798/1.jpg,,
13000014,CA - Just Don Luxury Courtside Low White Burgundy - 44,JUST DON,MEDIUM,65,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/13000014.png,https://image.goat.com/transform/v1/attachments/product_template_pictures/images/071/736/715/original/32JUSQ03_226351_25.png.png?action=crop&width=750,,
13000015,CA - Jordan 1 Retro Low OG Zion Williamson Voodoo - 44.5 (10.5),NIKE,MEDIUM,65,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/13000015.jpg,https://images.stockx.com/images/air-jordan-1-retro-low-og-zion-williamson-voodoo-alternate.jpg?fit=fill&bg=FFFFFF&w=576&h=384&q=41&dpr=3&trim=color&updated_at=1754343549,,
14000000,TIA - Nike SB Dunk Low Crushed D.C. - 39 (6.5),NIKE,MEDIUM,58,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/14000000.jpg,https://cdn.shopify.com/s/files/1/1202/6102/files/nike_sb_dunk_crushed_Feat-2.jpg?v=1664972999,,
14000001,TIA - Nike SB Dunk Low Sandy Bodecker - 40.5 (6.5),NIKE,MEDIUM,69,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/14000001.webp,https://images.stockx.com/360/Nike-SB-Dunk-Low-eBay-Sandy-Boedecker/Images/Nike-SB-Dunk-Low-eBay-Sandy-Boedecker/Lv2/img01.jpg?fm=webp&auto=compress&w=576&dpr=3&updated_at=1670433745&h=384&q=41,,
14000002,TIA - Nike SB Dunk Low Sandy Bodecker - 42 (7.5),NIKE,MEDIUM,64,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/14000002.jpg,https://www.levelupsneakers.com/uploads/product-detail/9e774325a96dbf73b8ce0dbffae53347c6c15007.jpg,,
14000003,TIA - Nike SB Dunk Low Sandy Bodecker - 42.5 (9),NIKE,MEDIUM,64,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/14000003.jpg,https://www.levelupsneakers.com/uploads/product-detail/9e774325a96dbf73b8ce0dbffae53347c6c15007.jpg,,
14000004,TIA - Nike SB Dunk Low Sandy Bodecker - 43 (9.5),NIKE,MEDIUM,64,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/14000004.jpg,https://www.levelupsneakers.com/uploads/product-detail/9e774325a96dbf73b8ce0dbffae53347c6c15007.jpg,,
14000005,TIA - Jordan 1 Retro High '85 Black White (2023) - 44.5 (9.5),NIKE,MEDIUM,40,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/14000005.jpg,https://sneakerbaker.com/wp-content/uploads/2023/03/Nike-Air-Jordan-1-Retro-High-85-Black-White-2023.jpg,,
14000007,TIA - Nike SB Dunk Low Pro Fly Streetwear Gardenia - 42 (8.5),NIKE,MEDIUM,69,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/14000007.webp,https://images.stockx.com/images/Nike-SB-Dunk-Low-Pro-Fly-Streetwear-Gardenia-Special-Box-3.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1678423091?height=78&width=78,,
14000008,TIA - Nike SB Dunk Low Pro Fly Streetwear Gardenia - 42.5 (9),NIKE,MEDIUM,69,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/14000008.webp,https://images.stockx.com/images/Nike-SB-Dunk-Low-Pro-Fly-Streetwear-Gardenia-Special-Box-2.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1678423091?height=78&width=78,,
14000009,TIA - Air Jordan 1 High OG Chicago - 42 (8.5) - Color Rojo Blanco,NIKE,HIGH,78,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/14000009.webp,https://cdn-images.farfetch-contents.com/13/15/76/97/13157697_21516296_1000.jpg,,
14000010,TIA - Nike SB Dunk Low Pro ISO Orange Label Unbleached Pack Lilac - 42.5 (9),NIKE,HIGH,82,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/14000010.jpg,https://ofour.com/wp-content/uploads/2021/11/Nike-SB-Dunk-Low-Pro-ISO-Orange-Label-Unbleached-Pack-Lilac-2.jpg,,
15000000,DR - Adidas Response Bad Bunny Paso Fino - 42.5 (9),ADIDAS X BUD BUNNY,MEDIUM,60,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/15000000.webp,https://cactuskicks.mx/wp-content/uploads/2023/11/adidas-Response-CL-Bad-Bunny-Paso-Fino-Product.webp,,
15000001,DR - Nike SB Dunk Low Court Purple - 42.5 (9),NIKE,HIGH,123,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/15000001.png,https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/7c87a679-7801-4236-81a3-d773911f18a9/NIKE+SB+DUNK+LOW+PRO.png,,
15000002,DR - Nike SB Dunk Low The Powerpuff Girls Bubbles - 42.5 (9),NIKE,HIGH,70,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/15000002.jpg,https://dailysole.com/wp-content/uploads/2023/11/The-Powerpuff-Girls-Nike-SB-Dunk-Low-Bubbles-4.jpg,,
15000003,DR - Nike SB Dunk Low Supreme Stars Black (2021) 42.5 (9),NIKE X SUPREME,MEDIUM,60,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/15000003.png,https://mrkicks.pl/wp-content/uploads/2024/11/nike_dunk_low_supreme_black_1.png,,
15000004,DR - Nike SB Dunk Low April Skateboards - 42.5 (9),NIKE,HIGH,99,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/15000004.webp,https://images.stockx.com/images/Nike-SB-Dunk-Low-April-Skateboards-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1696945770,,
15000005,DR - Jordan 4 Retro SB Pine Green - 42.5 (9),NIKE,MEDIUM,64,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/15000005.jpg,https://sneakerbaker.com/wp-content/uploads/2023/04/Nike-Air-Jordan-4-Retro-SB-Pine-Green.jpg,,
15000006,DR - Jordan 4 Retro Red Cement - 42.5 (9),NIKE,MEDIUM,58,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/15000006.jpg,https://sneakerbaker.com/wp-content/uploads/2023/10/Nike-Air-Jordan-4-Retro-Red-Cement.jpg,,
15000007,DR - Air Jordan 4 Bred Reimagined - 42.5 (9),NIKE,HIGH,123,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/15000007.png,"https://static.nike.com/a/images/w_1280,q_auto,f_auto/85dc96b6-1cef-43ec-8cef-40e3938ac7cf/air-jordan-4-bred-reimagined-fv5029-006-release-date.jpg",,
15000008,DR - Jordan 1 Retro Low OG SP Travis Scott Velvet Brown - 42 (8.5),NIKE,HIGH,101,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/15000008.webp,https://images.stockx.com/images/Air-Jordan-1-Retro-Low-OG-SP-Travis-Scott-Velvet-Brown-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,,
15000009,DR - Jordan 1 Retro High Homage To Home Chicago (Numbered) - 42.5 (9),NIKE,HIGH,66,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/15000009.jpg,https://d2cva83hdk3bwc.cloudfront.net/air-jordan-1-retro-high-og-homage-to-home-ar9880-023-8.jpg,,
15000010,DR - Jordan 1 High Union Los Angeles Storm Blue - 42.5 (9),Nike x Union LA,HIGH,71,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/15000010.jpg,https://images.stockx.com/360/Air-Jordan-1-Retro-High-Union-Los-Angeles-Blue-Toe/Images/Air-Jordan-1-Retro-High-Union-Los-Angeles-Blue-Toe/Lv2/img01.jpg?w=576&q=41&dpr=3&updated_at=1635344411&h=384,,
15000011,DR - Jordan 1 High Union Los Angeles Black Toe - 42.5 (9),Nike x Union LA,MEDIUM,60,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/15000011.jpg,https://rollsneaker.vn/wp-content/uploads/2023/12/giay-nike-air-jordan-1-retro-high-union-los-angeles-black-toe-best-quality-1-800x650.jpg,,
15000012,"DR - OFF-WHITE Out Of Office ""OOO"" Low Tops Black Green - 42",OFF WHITE,HIGH,95,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/15000012.webp,https://images.stockx.com/images/OFF-WHITE-Out-Of-Office-OOO-Outlined-Low-Tops-Black-Green-Purple-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,,
16000000,JAM - Nike Air Force 1 Low Supreme Baroque Brown - 42.5 (9),NIKE X SUPREME,MEDIUM,60,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/16000000.png,https://captaincreps.com/wp-content/uploads/2023/02/https___hypebeast.com_wp-content_blogs.dir_6_files_2020_12_supreme-nike-air-force-1-af1-flax-rumors-00-2.png,,
16000001,JAM - Nike Air Force 1 Mid Supreme Black - 42.5 (9),NIKE,HIGH,84,,https://sneakernews.com/wp-content/uploads/2018/02/supreme-nike-air-force-1-mid-black-aq8017-001-2.jpg,,Imagen no descargable o inválida
16000002,JAM - Jordan 1 High UNC x Off White - 42.5 (9) - USED - No Box,NIKE X OFF WHITE,MEDIUM,48,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/16000002.jpg,https://down-vn.img.susercontent.com/file/67b2c5f7390707d6a0eac9542fe3b3c7,,
16000003,JAM - Jordan 1 Low OG Black Dark Power Blue - 42.5 (9),NIKE,MEDIUM,54,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/16000003.jpg,https://d2cva83hdk3bwc.cloudfront.net/jordan-1-retro-low-og-unc-1.jpg,,
16000004,JAM - Nike Air Force 1 High '07 SP Billie Eilish Sequoia - 42.5 (9),NIKE,HIGH,76,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/16000004.png,https://www.jordan1.vn/wp-content/uploads/2023/09/cfc034b7-ad20-4b82-865a-06808ebc_0ce0b8d700f04a1cbf8139dd5c018dfa.png,,
16000005,JAM - Jordan 4 Retro FIBA (2019) - 42 (8.5),NIKE,MEDIUM,58,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/16000005.jpg,https://sneakerbaker.com/wp-content/uploads/2023/05/Nike-Air-Jordan-4-Retro-FIBA-2019-1500x1071.jpg,,
16000006,JAM - Adidas Forum Bad Bunny Benito - 41.5 (9),ADIDAS,MEDIUM,64,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/16000006.png,https://cactuskicks.mx/wp-content/uploads/2022/08/adidas-Forum-Powerphase-Bad-Bunny-Benito.png,,
16000007,JAM - Adidas Forum Bad Bunny Benito - 45.5 (11),ADIDAS,MEDIUM,64,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/16000007.jpg,https://i0.wp.com/rocketsneakerstore.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-01-at-8.12.35-PM-1.jpeg?resize=1024%2C840&ssl=1,,
16000008,JAM - Adidas Forum Bad Bunny Cangrejeros de Santurce - 38.5 (6),ADIDAS,HIGH,64,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/16000008.jpg,https://sneakerbardetroit.com/wp-content/uploads/2023/02/Bad-Bunny-adidas-Forum-Low-Cangrejeros-GZ9796-1.jpg,,
16000009,JAM - Adidas Forum Bad Bunny Cangrejeros de Santurce - 41.5 (8),ADIDAS,HIGH,70,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/16000009.jpg,https://down-id.img.susercontent.com/file/id-11134201-7r98z-lr8y2ci7dt17f8,,
16000010,JAM - Nike X Off-White Dunk Low White/Metallic Silver Butter - 42 (8.5),NIKE X OFF WHITE,HIGH,78,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/16000010.webp,https://cdn-images.farfetch-contents.com/17/66/80/00/17668000_36957654_1000.jpg,,
16000011,JAM - Nike Air Force 1 Low x Supreme White - 46 (12),NIKE X SUPREME,MEDIUM,54,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/16000011.jpg,https://d.line-scdn.net/obs/r/ect/ect/image_167744037113094755822dd5963t1137dc63,,
16000012,JAM - Nike Air Force 1 Low x Supreme Black - 46 (12),NIKE X SUPREME,HIGH,84,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/16000012.webp,https://cdn-images.farfetch-contents.com/15/25/25/06/15252506_26432836_1000.jpg,,
16000013,JAM - Air Jordan 1 Low White/Black-Varsity Red-White - 40 (6),NIKE,MEDIUM,61,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/16000013.jpg,"https://media.endclothing.com/media/f_auto,q_auto:eco,w_1600/prodmedia/media/catalog/product/1/9/19-10-2023-GH_553558-161_1_1.jpg",,
16000014,JAM - Adidas Yeezy Boost 700 Utility Black - 42.5 (9),ADIDAS,HIGH,100,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/16000014.webp,https://cdn-images.farfetch-contents.com/14/24/47/32/14244732_20024587_1000.jpg,,
16000015,JAM - Adidas Yeezy Foam RNR MX Cinder - 47 (12),ADIDAS,MEDIUM,69,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/16000015.jpg,https://images.stockx.com/360/adidas-Yeezy-Foam-RNNR-MX-Brown-Blue/Images/adidas-Yeezy-Foam-RNNR-MX-Brown-Blue/Lv2/img01.jpg?fm=jpg&auto=compress&w=576&dpr=3&updated_at=1686137075&h=384&q=41,,
16000016,JAM - Adidas Yeezy Foam RNR MX Cinder - 39 (6),ADIDAS,MEDIUM,64,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/16000016.jpg,https://www.glab.vn/storage/products/2023/06/08/6481c4fa3a2e7.jpg,,
16000017,JAM - Adidas Yeezy Foam RNR MX Granite - 44.5 (10),ADIDAS,MEDIUM,64,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/16000017.jpg,https://ofour.com/wp-content/uploads/2024/03/2-1.jpg,,
